_id,State_Name,Assembly_No,Constituency_No,Year,month,DelimID,Poll_No,Position,Candidate,Sex,Party,Votes,Age,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
23,Delhi,10,2,2015,2,4,0,14,SUSHIL KUMAR MISHRA,M,ABHM,130,41,GEN,195427,288420,BURARI,GEN,NORTH EAST DELHI,NORTH EAST DELHI,18,67.76,0.07,yes,20,0.01,2.04,AEDL100117,State-based Party,268,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Lawyer,"","",State Assembly Election (AE)
24,Delhi,10,2,2015,2,4,0,15,GULAB SINGHAL,M,RAJP,110,39,GEN,195427,288420,BURARI,GEN,NORTH EAST DELHI,NORTH EAST DELHI,18,67.76,0.06,yes,1,0,2.04,AEDL100118,Local Party,6319,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,10th Pass,Liberal Profession or Professional,Journalist or Editor,"","",State Assembly Election (AE)
25,Delhi,10,2,2015,2,4,0,16,RAJBIR SINGH,M,IND,109,34,SC,195427,288420,BURARI,GEN,NORTH EAST DELHI,NORTH EAST DELHI,18,67.76,0.06,yes,4,0,2.04,AEDL100119,Independents,10809,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,5th Pass,Labourer or Daily Wage,"","","",State Assembly Election (AE)
26,Delhi,10,2,2015,2,4,0,17,PRAVEN KUMAR,M,GAAP,105,26,GEN,195427,288420,BURARI,GEN,NORTH EAST DELHI,NORTH EAST DELHI,18,67.76,0.05,yes,9,0,2.04,AEDL100120,Local Party,3076,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
27,Delhi,10,2,2015,2,4,0,18,PANKAJ KUMAR AGARAWAL,M,PPGP,96,38,GEN,195427,288420,BURARI,GEN,NORTH EAST DELHI,NORTH EAST DELHI,18,67.76,0.05,yes,11,0.01,2.04,AEDL100121,Local Party,6048,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
28,Delhi,10,2,2015,2,4,0,19,KALPANA GUPTA,F,RPI(A),85,28,GEN,195427,288420,BURARI,GEN,NORTH EAST DELHI,NORTH EAST DELHI,18,67.76,0.04,yes,0,0,2.04,AEDL102124,Local Party,12285,TRUE,2,RPI(A),12285,NEW DELHI,FALSE,TRUE,0,FALSE,FALSE,FALSE,8th Pass,Social Work,"","","",State Assembly Election (AE)
29,Delhi,10,3,2015,2,4,0,1,PANKAJ PUSHKAR,M,AAAP,64477,42,GEN,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,51.05,no,20647,16.35,2.56,AEDL100123,State-based Party,13,TRUE,1,"",,"","","",1,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
30,Delhi,10,3,2015,2,4,0,2,RAJNI ABBI,F,BJP,43830,52,GEN,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,34.7,no,29188,23.11,2.56,AEDL100814,National Party,1605,TRUE,2,BJP,1605,TIMARPUR,TRUE,TRUE,0,FALSE,FALSE,TRUE,Doctorate,Education,College Professor or Lecturer,"","",State Assembly Election (AE)
31,Delhi,10,3,2015,2,4,0,3,SURINDER PAL SINGH,M,INC,14642,54,GEN,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,11.59,yes,14050,11.12,2.56,AEDL104054,National Party,3482,TRUE,5,INC,3482,TIMARPUR,TRUE,TRUE,2,FALSE,FALSE,TRUE,12th Pass,Business,Rent,"","",State Assembly Election (AE)
32,Delhi,10,3,2015,2,4,0,4,MANOJ,M,BSP,592,37,GEN,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.47,yes,11,0.01,2.56,AEDL100126,State-based Party (Other State),16651,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,12th Pass,Small Business or Self-employed,Shop Keeper,"","",State Assembly Election (AE)
33,Delhi,10,3,2015,2,4,0,5,HARJINDER SINGH,M,IND,581,49,GEN,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.46,yes,26,0.02,2.56,AEDL100127,Independents,10809,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,12th Pass,Business,"","","",State Assembly Election (AE)
34,Delhi,10,3,2015,2,4,0,6,None of the Above,"",NOTA,555,,"",126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.44,"",13,0.01,2.56,"",NOTA,5897,TRUE,,"",,"","","",,"","","","","","","","",State Assembly Election (AE)
35,Delhi,10,3,2015,2,4,0,7,SANJEEV KUMAR RANA,M,CPI,542,46,GEN,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.43,yes,94,0.07,2.56,AEDL100781,State-based Party (Other State),2444,TRUE,2,CPI,2444,NERELA,FALSE,TRUE,0,FALSE,FALSE,TRUE,Others,Politics,Party Worker,Agriculture,"",State Assembly Election (AE)
36,Delhi,10,3,2015,2,4,0,8,CHAND MIYA,M,IND,448,25,GEN,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.35,yes,278,0.22,2.56,AEDL100818,Independents,10809,TRUE,2,IND,10809,TIMARPUR,TRUE,TRUE,0,FALSE,FALSE,TRUE,Illiterate,Business,"","","",State Assembly Election (AE)
37,Delhi,10,3,2015,2,4,0,9,SAVITA CHAUDHARY,F,IND,170,52,SC,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.13,yes,41,0.03,2.56,AEDL100130,Independents,10809,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,8th Pass,Social Work,Activist,"","",State Assembly Election (AE)
38,Delhi,10,3,2015,2,4,0,10,GUNJAN KUMAR,M,IND,129,30,GEN,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.1,yes,10,0.01,2.56,AEDL100131,Independents,10809,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,Post Graduate,Student,"","","",State Assembly Election (AE)
39,Delhi,10,3,2015,2,4,0,11,SHESH NATH GOSWAMI,M,ABSPAR,119,32,GEN,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.09,yes,20,0.02,2.56,AEDL100132,Local Party,435,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
40,Delhi,10,3,2015,2,4,0,12,RAMESH,M,REP,99,34,SC,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.08,yes,38,0.03,2.56,AEDL100133,Local Party,16402,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
41,Delhi,10,3,2015,2,4,0,13,PARAS NATH YADAV,M,BJDI,61,46,GEN,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.05,yes,9,0.01,2.56,AEDL100134,Local Party,1940,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
42,Delhi,10,3,2015,2,4,0,14,VIDYA,F,PSPART,52,39,SC,126297,188992,TIMARPUR,GEN,NORTH EAST DELHI,NORTH EAST DELHI,13,66.83,0.04,yes,0,0,2.56,AEDL100135,Local Party,6195,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
43,Delhi,10,4,2015,2,4,0,1,PAWAN KUMAR SHARMA,M,AAAP,54026,44,GEN,105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,51.36,no,20741,19.72,2.63,AEDL100136,State-based Party,13,TRUE,1,"",,"","","",1,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
44,Delhi,10,4,2015,2,4,0,2,RAM KISHAN SINGHAL,M,BJP,33285,63,GEN,105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,31.64,no,17944,17.06,2.63,AEDL100825,National Party,1605,TRUE,2,BJP,1605,ADARSH NAGAR,TRUE,TRUE,1,FALSE,TRUE,TRUE,Graduate,Business,"","","",State Assembly Election (AE)
45,Delhi,10,4,2015,2,4,0,3,MUKESH KUMAR GOEL,M,INC,15341,54,GEN,105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,14.59,yes,14647,13.93,2.63,AEDL100138,National Party,3482,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,Graduate,Business,Agricultural Business,"","",State Assembly Election (AE)
46,Delhi,10,4,2015,2,4,0,4,VIJAY KUMAR AGGARWAL,M,IND,694,53,GEN,105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,0.66,yes,15,0.01,2.63,AEDL100139,Independents,10809,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Lawyer,"","",State Assembly Election (AE)
47,Delhi,10,4,2015,2,4,0,5,RAMNIWAS,M,BSP,679,40,SC,105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,0.65,yes,220,0.21,2.63,AEDL100140,State-based Party (Other State),16651,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,Graduate,Education,Home Teacher or Tuition,"","",State Assembly Election (AE)
48,Delhi,10,4,2015,2,4,0,6,None of the Above,"",NOTA,459,,"",105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,0.44,"",196,0.19,2.63,"",NOTA,5897,TRUE,,"",,"","","",,"","","","","","","","",State Assembly Election (AE)
49,Delhi,10,4,2015,2,4,0,7,LAL SINGH,M,IND,263,44,GEN,105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,0.25,yes,69,0.07,2.63,AEDL101645,Independents,10809,TRUE,2,IND,10809,ADARSH NAGAR,TRUE,TRUE,0,FALSE,FALSE,FALSE,8th Pass,Other,"","","",State Assembly Election (AE)
50,Delhi,10,4,2015,2,4,0,8,SUNIL,M,IND,194,34,GEN,105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,0.18,yes,86,0.08,2.63,AEDL100142,Independents,10809,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,Graduate,Social Work,"","","",State Assembly Election (AE)
51,Delhi,10,4,2015,2,4,0,9,NARESH KUMAR CHOUBEY,M,BJKD,108,48,GEN,105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,0.1,yes,35,0.03,2.63,AEDL100143,Local Party,9086,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
52,Delhi,10,4,2015,2,4,0,10,SUMAN,F,RPI(A),73,40,GEN,105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,0.07,yes,12,0.01,2.63,AEDL100144,Local Party,12285,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,Illiterate,Social Work,"","","",State Assembly Election (AE)
53,Delhi,10,4,2015,2,4,0,11,KRISHNA KUMAR SINGH,M,BJDI,61,41,GEN,105183,157749,ADARSH NAGAR,GEN,CHANDNI CHOWK,CHANDNI CHOWK,10,66.68,0.06,yes,0,0,2.63,AEDL100145,Local Party,1940,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
54,Delhi,10,5,2015,2,4,0,1,AJESH YADAV,M,AAAP,72795,47,GEN,142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,51.14,no,35376,24.85,2.7,AEDL101652,State-based Party,13,TRUE,2,BSP,16651,BADLI,TRUE,FALSE,1,TRUE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
55,Delhi,10,5,2015,2,4,0,2,DEVENDER YADAV,M,INC,37419,43,GEN,142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,26.29,no,9181,6.45,2.7,AEDL101651,National Party,3482,TRUE,3,INC,3482,BADLI,TRUE,TRUE,2,FALSE,TRUE,TRUE,12th Pass,Business,"","","",State Assembly Election (AE)
56,Delhi,10,5,2015,2,4,0,3,RAJESH YADAV,M,BJP,28238,41,GEN,142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,19.84,no,27291,19.17,2.7,AEDL101653,National Party,1605,TRUE,2,BJP,1605,BADLI,TRUE,TRUE,0,FALSE,FALSE,FALSE,Graduate,Business,"Real Estate or Builder or Developer or Construction, Industrialist","","",State Assembly Election (AE)
57,Delhi,10,5,2015,2,4,0,4,RAKESH KUMAR,M,SUCI,947,40,GEN,142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,0.67,yes,218,0.15,2.7,AEDL100149,State-based Party (Other State),8082,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,8th Pass,Business,Real Estate or Builder or Developer or Construction,"","",State Assembly Election (AE)
58,Delhi,10,5,2015,2,4,0,5,ANAND PRAKASH RANA,M,IND,729,35,GEN,142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,0.51,yes,16,0.01,2.7,AEDL100150,Independents,10809,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,10th Pass,Other,"","","",State Assembly Election (AE)
59,Delhi,10,5,2015,2,4,0,6,None of the Above,"",NOTA,713,,"",142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,0.5,"",28,0.02,2.7,"",NOTA,5897,TRUE,,"",,"","","",,"","","","","","","","",State Assembly Election (AE)
60,Delhi,10,5,2015,2,4,0,7,DR. MD. JAWED HABIB,M,BSP,685,40,GEN,142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,0.48,yes,392,0.28,2.7,AEDL100151,State-based Party (Other State),16651,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Doctor,"","",State Assembly Election (AE)
61,Delhi,10,5,2015,2,4,0,8,JAI PAL,M,IND,293,40,GEN,142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,0.21,yes,91,0.06,2.7,AEDL100152,Independents,10809,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,10th Pass,Other,"","","",State Assembly Election (AE)
62,Delhi,10,5,2015,2,4,0,9,HARI OM,M,IND,202,44,GEN,142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,0.14,yes,33,0.02,2.7,AEDL100153,Independents,10809,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,12th Pass,Small Business or Self-employed,Self-employed,"","",State Assembly Election (AE)
63,Delhi,10,5,2015,2,4,0,10,ANIL SHARMA,M,NCP,169,48,GEN,142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,0.12,yes,9,0.01,2.7,AEDL100154,State-based Party (Other State),5792,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,8th Pass,Unemployed,"","","",State Assembly Election (AE)
64,Delhi,10,5,2015,2,4,0,11,DEVENDER YADAV,M,IND,160,45,GEN,142350,223268,BADLI,GEN,NORTH WEST DELHI,NORTH WEST DELHI,10,63.76,0.11,yes,0,0,2.7,AEDL101661,Independents,10809,TRUE,2,IND,10809,BADLI,TRUE,TRUE,0,FALSE,FALSE,FALSE,8th Pass,Small Business or Self-employed,Self-employed,"","",State Assembly Election (AE)
65,Delhi,10,6,2015,2,4,0,1,MOHINDER GOYAL,M,AAAP,93470,51,GEN,165066,248480,RITHALA,GEN,NORTH WEST DELHI,NORTH WEST DELHI,9,66.43,56.63,no,29251,17.72,2.13,AEDL100156,State-based Party,13,TRUE,1,"",,"","","",1,FALSE,FALSE,FALSE,"","","","","",State Assembly Election (AE)
66,Delhi,10,6,2015,2,4,0,2,KULWANT RANA,M,BJP,64219,44,GEN,165066,248480,RITHALA,GEN,NORTH WEST DELHI,NORTH WEST DELHI,9,66.43,38.91,no,58852,35.65,2.13,AEDL103513,National Party,1605,TRUE,5,BJP,1605,RITHALA,TRUE,TRUE,3,FALSE,TRUE,TRUE,Graduate,Politics,Ex MLA,Social Work,"",State Assembly Election (AE)
67,Delhi,10,6,2015,2,4,0,3,JAGDISH YADAV,M,INC,5367,58,GEN,165066,248480,RITHALA,GEN,NORTH WEST DELHI,NORTH WEST DELHI,9,66.43,3.25,yes,4662,2.82,2.13,AEDL100158,National Party,3482,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,Graduate,Retired or Pension,Retired or Pension,"","",State Assembly Election (AE)
68,Delhi,10,6,2015,2,4,0,4,None of the Above,"",NOTA,705,,"",165066,248480,RITHALA,GEN,NORTH WEST DELHI,NORTH WEST DELHI,9,66.43,0.43,"",163,0.1,2.13,"",NOTA,5897,TRUE,,"",,"","","",,"","","","","","","","",State Assembly Election (AE)
69,Delhi,10,6,2015,2,4,0,5,PAWAN KAUSHIK,M,BSP,542,44,GEN,165066,248480,RITHALA,GEN,NORTH WEST DELHI,NORTH WEST DELHI,9,66.43,0.33,yes,276,0.17,2.13,AEDL100159,State-based Party (Other State),16651,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,12th Pass,Business,"","","",State Assembly Election (AE)
70,Delhi,10,6,2015,2,4,0,6,ANURAG MISHRA,M,RBHP,266,25,GEN,165066,248480,RITHALA,GEN,NORTH WEST DELHI,NORTH WEST DELHI,9,66.43,0.16,yes,110,0.07,2.13,AEDL100160,Local Party,6440,TRUE,1,"",,"","","",0,FALSE,FALSE,FALSE,12th Pass,Student,"","","",State Assembly Election (AE)
